id,book_id,genre_id,created_at
581,188,10,2023-05-24 08:47:30.145125+00
582,188,11,2023-05-24 08:47:30.145125+00
583,189,11,2023-05-24 08:47:30.145125+00
584,189,5,2023-05-24 08:47:30.145125+00
585,189,7,2023-05-24 08:47:30.145125+00
586,190,10,2023-05-24 08:47:30.145125+00
587,190,25,2023-05-24 08:47:30.145125+00
588,190,11,2023-05-24 08:47:30.145125+00
589,191,18,2023-05-24 08:47:30.145125+00
590,191,5,2023-05-24 08:47:30.145125+00
591,191,11,2023-05-24 08:47:30.145125+00
592,191,8,2023-05-24 08:47:30.145125+00
593,191,29,2023-05-24 08:47:30.145125+00
594,192,10,2023-05-24 08:47:30.145125+00
595,192,11,2023-05-24 08:47:30.145125+00
596,192,5,2023-05-24 08:47:30.145125+00
597,193,10,2023-05-24 08:47:30.145125+00
598,193,11,2023-05-24 08:47:30.145125+00
599,193,5,2023-05-24 08:47:30.145125+00
600,194,11,2023-05-24 08:47:30.145125+00
601,194,5,2023-05-24 08:47:30.145125+00
602,194,22,2023-05-24 08:47:30.145125+00
603,194,10,2023-05-24 08:47:30.145125+00
604,195,13,2023-05-24 08:47:30.145125+00
605,195,11,2023-05-24 08:47:30.145125+00
606,195,29,2023-05-24 08:47:30.145125+00
607,195,18,2023-05-24 08:47:30.145125+00
608,195,8,2023-05-24 08:47:30.145125+00
609,195,5,2023-05-24 08:47:30.145125+00
610,196,5,2023-05-24 08:47:30.145125+00
611,196,11,2023-05-24 08:47:30.145125+00
612,196,25,2023-05-24 08:47:30.145125+00
613,197,5,2023-05-24 08:47:30.145125+00
614,197,11,2023-05-24 08:47:30.145125+00
615,198,11,2023-05-24 08:47:30.145125+00
616,198,5,2023-05-24 08:47:30.145125+00
617,198,21,2023-05-24 08:47:30.145125+00
618,198,10,2023-05-24 08:47:30.145125+00
619,198,27,2023-05-24 08:47:30.145125+00
620,199,11,2023-05-24 08:47:30.145125+00
621,199,5,2023-05-24 08:47:30.145125+00
622,200,10,2023-05-24 08:47:30.145125+00
623,200,5,2023-05-24 08:47:30.145125+00
624,200,11,2023-05-24 08:47:30.145125+00
625,201,11,2023-05-24 08:47:30.145125+00
626,201,18,2023-05-24 08:47:30.145125+00
627,201,29,2023-05-24 08:47:30.145125+00
628,201,8,2023-05-24 08:47:30.145125+00
629,201,7,2023-05-24 08:47:30.145125+00
630,202,5,2023-05-24 08:47:30.145125+00
631,202,11,2023-05-24 08:47:30.145125+00
632,203,10,2023-05-24 08:47:30.145125+00
633,203,11,2023-05-24 08:47:30.145125+00
634,203,25,2023-05-24 08:47:30.145125+00
635,204,25,2023-05-24 08:47:30.145125+00
636,204,10,2023-05-24 08:47:30.145125+00
637,204,11,2023-05-24 08:47:30.145125+00
638,205,10,2023-05-24 08:47:30.145125+00
639,205,11,2023-05-24 08:47:30.145125+00
640,206,25,2023-05-24 08:47:30.145125+00
641,206,11,2023-05-24 08:47:30.145125+00
642,206,7,2023-05-24 08:47:30.145125+00
643,207,11,2023-05-24 08:47:30.145125+00
644,207,18,2023-05-24 08:47:30.145125+00
645,207,5,2023-05-24 08:47:30.145125+00
646,207,7,2023-05-24 08:47:30.145125+00
647,207,29,2023-05-24 08:47:30.145125+00
648,208,11,2023-05-24 08:47:30.145125+00
649,208,5,2023-05-24 08:47:30.145125+00
650,209,11,2023-05-24 08:47:30.145125+00
651,209,10,2023-05-24 08:47:30.145125+00
652,209,5,2023-05-24 08:47:30.145125+00
653,209,25,2023-05-24 08:47:30.145125+00
654,210,5,2023-05-24 08:47:30.145125+00
655,210,11,2023-05-24 08:47:30.145125+00
656,211,5,2023-05-24 08:47:30.145125+00
657,211,11,2023-05-24 08:47:30.145125+00
658,211,22,2023-05-24 08:47:30.145125+00
659,212,11,2023-05-24 08:47:30.145125+00
660,212,5,2023-05-24 08:47:30.145125+00
661,212,7,2023-05-24 08:47:30.145125+00
662,213,11,2023-05-24 08:47:30.145125+00
663,213,29,2023-05-24 08:47:30.145125+00
664,213,10,2023-05-24 08:47:30.145125+00
665,213,13,2023-05-24 08:47:30.145125+00
666,213,5,2023-05-24 08:47:30.145125+00
667,214,11,2023-05-24 08:47:30.145125+00
668,214,5,2023-05-24 08:47:30.145125+00
669,215,13,2023-05-24 08:47:30.145125+00
670,215,11,2023-05-24 08:47:30.145125+00
671,215,29,2023-05-24 08:47:30.145125+00
672,215,18,2023-05-24 08:47:30.145125+00
673,216,5,2023-05-24 08:47:30.145125+00
674,216,11,2023-05-24 08:47:30.145125+00
675,217,11,2023-05-24 08:47:30.145125+00
676,217,7,2023-05-24 08:47:30.145125+00
677,217,18,2023-05-24 08:47:30.145125+00
678,218,29,2023-05-24 08:47:30.145125+00
679,218,18,2023-05-24 08:47:30.145125+00
680,218,11,2023-05-24 08:47:30.145125+00
681,219,5,2023-05-24 08:47:30.145125+00
682,219,19,2023-05-24 08:47:30.145125+00
683,219,12,2023-05-24 08:47:30.145125+00
684,219,2,2023-05-24 08:47:30.145125+00
685,219,16,2023-05-24 08:47:30.145125+00
686,220,5,2023-05-24 08:47:30.145125+00
687,220,11,2023-05-24 08:47:30.145125+00
688,221,10,2023-05-24 08:47:30.145125+00
689,221,11,2023-05-24 08:47:30.145125+00
690,222,10,2023-05-24 08:47:30.145125+00
691,222,25,2023-05-24 08:47:30.145125+00
692,222,11,2023-05-24 08:47:30.145125+00
693,223,10,2023-05-24 08:47:30.145125+00
694,223,11,2023-05-24 08:47:30.145125+00
695,224,10,2023-05-24 08:47:30.145125+00
696,224,11,2023-05-24 08:47:30.145125+00
697,224,5,2023-05-24 08:47:30.145125+00
698,225,10,2023-05-24 08:47:30.145125+00
699,225,11,2023-05-24 08:47:30.145125+00
700,225,25,2023-05-24 08:47:30.145125+00
701,226,11,2023-05-24 08:47:30.145125+00
702,226,5,2023-05-24 08:47:30.145125+00
703,227,12,2023-05-24 08:47:30.145125+00
704,227,19,2023-05-24 08:47:30.145125+00
705,227,5,2023-05-24 08:47:30.145125+00
706,228,10,2023-05-24 08:47:30.145125+00
707,228,11,2023-05-24 08:47:30.145125+00
708,229,11,2023-05-24 08:47:30.145125+00
709,229,7,2023-05-24 08:47:30.145125+00
710,230,13,2023-05-24 08:47:30.145125+00
711,230,11,2023-05-24 08:47:30.145125+00
712,230,10,2023-05-24 08:47:30.145125+00
713,230,29,2023-05-24 08:47:30.145125+00
714,230,18,2023-05-24 08:47:30.145125+00
715,230,5,2023-05-24 08:47:30.145125+00
716,230,8,2023-05-24 08:47:30.145125+00
717,231,10,2023-05-24 08:47:30.145125+00
718,231,25,2023-05-24 08:47:30.145125+00
719,231,20,2023-05-24 08:47:30.145125+00
720,232,5,2023-05-24 08:47:30.145125+00
721,232,11,2023-05-24 08:47:30.145125+00
722,232,10,2023-05-24 08:47:30.145125+00
723,233,5,2023-05-24 08:47:30.145125+00
724,233,11,2023-05-24 08:47:30.145125+00
725,233,21,2023-05-24 08:47:30.145125+00
726,234,10,2023-05-24 08:47:30.145125+00
727,234,11,2023-05-24 08:47:30.145125+00
728,234,5,2023-05-24 08:47:30.145125+00
729,235,11,2023-05-24 08:47:30.145125+00
730,235,25,2023-05-24 08:47:30.145125+00
731,236,5,2023-05-24 08:47:30.145125+00
732,236,11,2023-05-24 08:47:30.145125+00
733,236,22,2023-05-24 08:47:30.145125+00
734,236,10,2023-05-24 08:47:30.145125+00
735,237,10,2023-05-24 08:47:30.145125+00
736,237,25,2023-05-24 08:47:30.145125+00
737,237,20,2023-05-24 08:47:30.145125+00
738,237,11,2023-05-24 08:47:30.145125+00
739,238,10,2023-05-24 08:47:30.145125+00
740,238,25,2023-05-24 08:47:30.145125+00
741,238,11,2023-05-24 08:47:30.145125+00
742,239,10,2023-05-24 08:47:30.145125+00
743,239,20,2023-05-24 08:47:30.145125+00
744,239,25,2023-05-24 08:47:30.145125+00
745,240,11,2023-05-24 08:47:30.145125+00
746,240,5,2023-05-24 08:47:30.145125+00
747,241,5,2023-05-24 08:47:30.145125+00
748,241,11,2023-05-24 08:47:30.145125+00
749,242,11,2023-05-24 08:47:30.145125+00
750,242,24,2023-05-24 08:47:30.145125+00
751,242,27,2023-05-24 08:47:30.145125+00
752,243,19,2023-05-24 08:47:30.145125+00
753,243,23,2023-05-24 08:47:30.145125+00
754,243,21,2023-05-24 08:47:30.145125+00
755,243,12,2023-05-24 08:47:30.145125+00
756,243,16,2023-05-24 08:47:30.145125+00
757,243,2,2023-05-24 08:47:30.145125+00
758,244,5,2023-05-24 08:47:30.145125+00
759,244,11,2023-05-24 08:47:30.145125+00
760,245,11,2023-05-24 08:47:30.145125+00
761,245,5,2023-05-24 08:47:30.145125+00
762,246,10,2023-05-24 08:47:30.145125+00
763,246,25,2023-05-24 08:47:30.145125+00
764,246,20,2023-05-24 08:47:30.145125+00
765,246,11,2023-05-24 08:47:30.145125+00
766,247,11,2023-05-24 08:47:30.145125+00
767,247,5,2023-05-24 08:47:30.145125+00
768,247,24,2023-05-24 08:47:30.145125+00
769,247,10,2023-05-24 08:47:30.145125+00
770,248,11,2023-05-24 08:47:30.145125+00
771,248,18,2023-05-24 08:47:30.145125+00
772,248,29,2023-05-24 08:47:30.145125+00
773,248,8,2023-05-24 08:47:30.145125+00
774,248,7,2023-05-24 08:47:30.145125+00
775,249,10,2023-05-24 08:47:30.145125+00
776,249,20,2023-05-24 08:47:30.145125+00
777,249,25,2023-05-24 08:47:30.145125+00
778,250,11,2023-05-24 08:47:30.145125+00
779,250,5,2023-05-24 08:47:30.145125+00
780,250,7,2023-05-24 08:47:30.145125+00
781,251,22,2023-05-24 08:47:30.145125+00
782,251,5,2023-05-24 08:47:30.145125+00
783,251,11,2023-05-24 08:47:30.145125+00
784,252,11,2023-05-24 08:47:30.145125+00
785,252,10,2023-05-24 08:47:30.145125+00
786,252,5,2023-05-24 08:47:30.145125+00
787,253,19,2023-05-24 08:47:30.145125+00
788,253,2,2023-05-24 08:47:30.145125+00
789,253,12,2023-05-24 08:47:30.145125+00
790,253,16,2023-05-24 08:47:30.145125+00
791,253,5,2023-05-24 08:47:30.145125+00
792,254,10,2023-05-24 08:47:30.145125+00
793,254,11,2023-05-24 08:47:30.145125+00
794,254,25,2023-05-24 08:47:30.145125+00
795,255,11,2023-05-24 08:47:30.145125+00
796,255,5,2023-05-24 08:47:30.145125+00
797,255,1,2023-05-24 08:47:30.145125+00
798,255,25,2023-05-24 08:47:30.145125+00
799,256,5,2023-05-24 08:47:30.145125+00
800,256,11,2023-05-24 08:47:30.145125+00
801,256,13,2023-05-24 08:47:30.145125+00
802,256,25,2023-05-24 08:47:30.145125+00
803,256,18,2023-05-24 08:47:30.145125+00
804,257,11,2023-05-24 08:47:30.145125+00
805,257,5,2023-05-24 08:47:30.145125+00
806,258,11,2023-05-24 08:47:30.145125+00
807,258,10,2023-05-24 08:47:30.145125+00
808,258,25,2023-05-24 08:47:30.145125+00
809,259,11,2023-05-24 08:47:30.145125+00
810,259,10,2023-05-24 08:47:30.145125+00
811,259,7,2023-05-24 08:47:30.145125+00
812,260,10,2023-05-24 08:47:30.145125+00
813,260,11,2023-05-24 08:47:30.145125+00
814,260,25,2023-05-24 08:47:30.145125+00
815,261,10,2023-05-24 08:47:30.145125+00
816,261,11,2023-05-24 08:47:30.145125+00
817,262,11,2023-05-24 08:47:30.145125+00
818,262,7,2023-05-24 08:47:30.145125+00
819,263,19,2023-05-24 08:47:30.145125+00
820,263,16,2023-05-24 08:47:30.145125+00
821,263,2,2023-05-24 08:47:30.145125+00
822,264,10,2023-05-24 08:47:30.145125+00
823,264,25,2023-05-24 08:47:30.145125+00
824,264,20,2023-05-24 08:47:30.145125+00
825,264,11,2023-05-24 08:47:30.145125+00
826,265,11,2023-05-24 08:47:30.145125+00
827,265,5,2023-05-24 08:47:30.145125+00
828,265,10,2023-05-24 08:47:30.145125+00
829,266,11,2023-05-24 08:47:30.145125+00
830,266,25,2023-05-24 08:47:30.145125+00
831,267,11,2023-05-24 08:47:30.145125+00
832,267,24,2023-05-24 08:47:30.145125+00
833,267,27,2023-05-24 08:47:30.145125+00
834,268,5,2023-05-24 08:47:30.145125+00
835,268,11,2023-05-24 08:47:30.145125+00
836,269,11,2023-05-24 08:47:30.145125+00
837,269,5,2023-05-24 08:47:30.145125+00
838,270,5,2023-05-24 08:47:30.145125+00
839,270,11,2023-05-24 08:47:30.145125+00
840,271,10,2023-05-24 08:47:30.145125+00
841,271,20,2023-05-24 08:47:30.145125+00
842,271,25,2023-05-24 08:47:30.145125+00
843,271,11,2023-05-24 08:47:30.145125+00
844,272,6,2023-05-24 08:47:30.145125+00
845,272,11,2023-05-24 08:47:30.145125+00
846,272,5,2023-05-24 08:47:30.145125+00
847,273,11,2023-05-24 08:47:30.145125+00
848,273,25,2023-05-24 08:47:30.145125+00
849,273,7,2023-05-24 08:47:30.145125+00
850,273,5,2023-05-24 08:47:30.145125+00
851,274,11,2023-05-24 08:47:30.145125+00
852,274,7,2023-05-24 08:47:30.145125+00
853,275,11,2023-05-24 08:47:30.145125+00
854,275,5,2023-05-24 08:47:30.145125+00
855,276,11,2023-05-24 08:47:30.145125+00
856,276,5,2023-05-24 08:47:30.145125+00
857,276,10,2023-05-24 08:47:30.145125+00
858,277,11,2023-05-24 08:47:30.145125+00
859,277,5,2023-05-24 08:47:30.145125+00
860,278,11,2023-05-24 08:47:30.145125+00
861,278,7,2023-05-24 08:47:30.145125+00
862,278,25,2023-05-24 08:47:30.145125+00
863,278,18,2023-05-24 08:47:30.145125+00
864,279,11,2023-05-24 08:47:30.145125+00
865,279,18,2023-05-24 08:47:30.145125+00
866,279,29,2023-05-24 08:47:30.145125+00
867,279,8,2023-05-24 08:47:30.145125+00
868,279,7,2023-05-24 08:47:30.145125+00
869,280,5,2023-05-24 08:47:30.145125+00
870,280,11,2023-05-24 08:47:30.145125+00
871,281,30,2023-05-24 08:47:30.145125+00
872,281,5,2023-05-24 08:47:30.145125+00
873,281,11,2023-05-24 08:47:30.145125+00
874,282,30,2023-05-24 08:47:30.145125+00
875,282,19,2023-05-24 08:47:30.145125+00
876,282,12,2023-05-24 08:47:30.145125+00
877,282,16,2023-05-24 08:47:30.145125+00
878,282,2,2023-05-24 08:47:30.145125+00
879,283,11,2023-05-24 08:47:30.145125+00
880,283,10,2023-05-24 08:47:30.145125+00
881,283,7,2023-05-24 08:47:30.145125+00
882,284,10,2023-05-24 08:47:30.145125+00
883,284,11,2023-05-24 08:47:30.145125+00
884,285,5,2023-05-24 08:47:30.145125+00
885,285,11,2023-05-24 08:47:30.145125+00
886,285,21,2023-05-24 08:47:30.145125+00
887,286,11,2023-05-24 08:47:30.145125+00
888,286,25,2023-05-24 08:47:30.145125+00
889,286,7,2023-05-24 08:47:30.145125+00
890,287,10,2023-05-24 08:47:30.145125+00
891,287,5,2023-05-24 08:47:30.145125+00
892,287,11,2023-05-24 08:47:30.145125+00
893,288,25,2023-05-24 08:47:30.145125+00
894,288,7,2023-05-24 08:47:30.145125+00
895,288,11,2023-05-24 08:47:30.145125+00
896,289,25,2023-05-24 08:47:30.145125+00
897,289,10,2023-05-24 08:47:30.145125+00
898,289,11,2023-05-24 08:47:30.145125+00
899,290,11,2023-05-24 08:47:30.145125+00
900,290,10,2023-05-24 08:47:30.145125+00
901,290,25,2023-05-24 08:47:30.145125+00
902,291,5,2023-05-24 08:47:30.145125+00
903,291,11,2023-05-24 08:47:30.145125+00
904,292,11,2023-05-24 08:47:30.145125+00
905,292,7,2023-05-24 08:47:30.145125+00
906,293,10,2023-05-24 08:47:30.145125+00
907,293,11,2023-05-24 08:47:30.145125+00
908,293,13,2023-05-24 08:47:30.145125+00
909,294,5,2023-05-24 08:47:30.145125+00
910,294,18,2023-05-24 08:47:30.145125+00
911,294,11,2023-05-24 08:47:30.145125+00
912,294,8,2023-05-24 08:47:30.145125+00
913,295,13,2023-05-24 08:47:30.145125+00
914,295,10,2023-05-24 08:47:30.145125+00
915,295,11,2023-05-24 08:47:30.145125+00
916,295,20,2023-05-24 08:47:30.145125+00
917,296,5,2023-05-24 08:47:30.145125+00
918,296,11,2023-05-24 08:47:30.145125+00
919,297,5,2023-05-24 08:47:30.145125+00
920,297,11,2023-05-24 08:47:30.145125+00
921,298,13,2023-05-24 08:47:30.145125+00
922,298,11,2023-05-24 08:47:30.145125+00
923,298,29,2023-05-24 08:47:30.145125+00
924,298,18,2023-05-24 08:47:30.145125+00
925,298,10,2023-05-24 08:47:30.145125+00
926,299,10,2023-05-24 08:47:30.145125+00
927,299,25,2023-05-24 08:47:30.145125+00
928,299,20,2023-05-24 08:47:30.145125+00
929,299,11,2023-05-24 08:47:30.145125+00
930,300,10,2023-05-24 08:47:30.145125+00
931,300,5,2023-05-24 08:47:30.145125+00
932,300,11,2023-05-24 08:47:30.145125+00
