id,book_id,genre_id,created_at
262,88,16,2023-05-24 08:47:30.145125+00
263,88,2,2023-05-24 08:47:30.145125+00
264,88,5,2023-05-24 08:47:30.145125+00
265,89,10,2023-05-24 08:47:30.145125+00
266,89,20,2023-05-24 08:47:30.145125+00
267,89,25,2023-05-24 08:47:30.145125+00
268,89,11,2023-05-24 08:47:30.145125+00
269,90,5,2023-05-24 08:47:30.145125+00
270,90,11,2023-05-24 08:47:30.145125+00
271,90,21,2023-05-24 08:47:30.145125+00
272,90,27,2023-05-24 08:47:30.145125+00
273,90,24,2023-05-24 08:47:30.145125+00
274,91,10,2023-05-24 08:47:30.145125+00
275,91,11,2023-05-24 08:47:30.145125+00
276,92,5,2023-05-24 08:47:30.145125+00
277,92,11,2023-05-24 08:47:30.145125+00
278,92,8,2023-05-24 08:47:30.145125+00
279,92,29,2023-05-24 08:47:30.145125+00
280,92,18,2023-05-24 08:47:30.145125+00
281,93,13,2023-05-24 08:47:30.145125+00
282,93,11,2023-05-24 08:47:30.145125+00
283,93,29,2023-05-24 08:47:30.145125+00
284,93,10,2023-05-24 08:47:30.145125+00
285,93,5,2023-05-24 08:47:30.145125+00
286,93,18,2023-05-24 08:47:30.145125+00
287,94,5,2023-05-24 08:47:30.145125+00
288,94,11,2023-05-24 08:47:30.145125+00
289,95,5,2023-05-24 08:47:30.145125+00
290,95,22,2023-05-24 08:47:30.145125+00
291,95,13,2023-05-24 08:47:30.145125+00
292,95,11,2023-05-24 08:47:30.145125+00
293,95,18,2023-05-24 08:47:30.145125+00
294,96,13,2023-05-24 08:47:30.145125+00
295,96,11,2023-05-24 08:47:30.145125+00
296,96,29,2023-05-24 08:47:30.145125+00
297,96,5,2023-05-24 08:47:30.145125+00
298,96,10,2023-05-24 08:47:30.145125+00
299,96,20,2023-05-24 08:47:30.145125+00
300,96,18,2023-05-24 08:47:30.145125+00
301,97,11,2023-05-24 08:47:30.145125+00
302,97,5,2023-05-24 08:47:30.145125+00
303,98,13,2023-05-24 08:47:30.145125+00
304,98,10,2023-05-24 08:47:30.145125+00
305,98,11,2023-05-24 08:47:30.145125+00
306,98,20,2023-05-24 08:47:30.145125+00
307,98,5,2023-05-24 08:47:30.145125+00
308,99,5,2023-05-24 08:47:30.145125+00
309,99,11,2023-05-24 08:47:30.145125+00
310,100,5,2023-05-24 08:47:30.145125+00
311,100,11,2023-05-24 08:47:30.145125+00
312,101,11,2023-05-24 08:47:30.145125+00
313,101,5,2023-05-24 08:47:30.145125+00
314,101,21,2023-05-24 08:47:30.145125+00
315,102,25,2023-05-24 08:47:30.145125+00
316,102,11,2023-05-24 08:47:30.145125+00
317,102,7,2023-05-24 08:47:30.145125+00
318,102,5,2023-05-24 08:47:30.145125+00
319,103,10,2023-05-24 08:47:30.145125+00
320,103,11,2023-05-24 08:47:30.145125+00
321,104,5,2023-05-24 08:47:30.145125+00
322,104,11,2023-05-24 08:47:30.145125+00
323,104,10,2023-05-24 08:47:30.145125+00
324,105,5,2023-05-24 08:47:30.145125+00
325,105,11,2023-05-24 08:47:30.145125+00
326,106,5,2023-05-24 08:47:30.145125+00
327,106,11,2023-05-24 08:47:30.145125+00
328,107,11,2023-05-24 08:47:30.145125+00
329,107,5,2023-05-24 08:47:30.145125+00
330,107,7,2023-05-24 08:47:30.145125+00
331,108,10,2023-05-24 08:47:30.145125+00
332,108,11,2023-05-24 08:47:30.145125+00
333,109,10,2023-05-24 08:47:30.145125+00
334,109,25,2023-05-24 08:47:30.145125+00
335,109,20,2023-05-24 08:47:30.145125+00
336,109,11,2023-05-24 08:47:30.145125+00
337,110,11,2023-05-24 08:47:30.145125+00
338,110,5,2023-05-24 08:47:30.145125+00
339,110,7,2023-05-24 08:47:30.145125+00
340,111,11,2023-05-24 08:47:30.145125+00
341,111,24,2023-05-24 08:47:30.145125+00
342,112,5,2023-05-24 08:47:30.145125+00
343,112,11,2023-05-24 08:47:30.145125+00
344,112,21,2023-05-24 08:47:30.145125+00
345,113,10,2023-05-24 08:47:30.145125+00
346,113,11,2023-05-24 08:47:30.145125+00
347,114,10,2023-05-24 08:47:30.145125+00
348,114,11,2023-05-24 08:47:30.145125+00
349,115,5,2023-05-24 08:47:30.145125+00
350,115,11,2023-05-24 08:47:30.145125+00
351,115,10,2023-05-24 08:47:30.145125+00
352,116,11,2023-05-24 08:47:30.145125+00
353,116,5,2023-05-24 08:47:30.145125+00
354,116,23,2023-05-24 08:47:30.145125+00
355,117,5,2023-05-24 08:47:30.145125+00
356,117,11,2023-05-24 08:47:30.145125+00
357,117,10,2023-05-24 08:47:30.145125+00
358,117,21,2023-05-24 08:47:30.145125+00
359,118,11,2023-05-24 08:47:30.145125+00
360,118,7,2023-05-24 08:47:30.145125+00
361,118,5,2023-05-24 08:47:30.145125+00
362,119,10,2023-05-24 08:47:30.145125+00
363,119,11,2023-05-24 08:47:30.145125+00
364,120,5,2023-05-24 08:47:30.145125+00
365,120,11,2023-05-24 08:47:30.145125+00
366,121,11,2023-05-24 08:47:30.145125+00
367,121,5,2023-05-24 08:47:30.145125+00
368,121,10,2023-05-24 08:47:30.145125+00
369,121,21,2023-05-24 08:47:30.145125+00
370,121,27,2023-05-24 08:47:30.145125+00
371,122,11,2023-05-24 08:47:30.145125+00
372,122,10,2023-05-24 08:47:30.145125+00
373,122,5,2023-05-24 08:47:30.145125+00
374,123,11,2023-05-24 08:47:30.145125+00
375,123,7,2023-05-24 08:47:30.145125+00
376,123,25,2023-05-24 08:47:30.145125+00
377,124,10,2023-05-24 08:47:30.145125+00
378,124,5,2023-05-24 08:47:30.145125+00
379,124,11,2023-05-24 08:47:30.145125+00
380,125,11,2023-05-24 08:47:30.145125+00
381,125,18,2023-05-24 08:47:30.145125+00
382,125,7,2023-05-24 08:47:30.145125+00
383,125,5,2023-05-24 08:47:30.145125+00
384,126,11,2023-05-24 08:47:30.145125+00
385,126,5,2023-05-24 08:47:30.145125+00
386,127,11,2023-05-24 08:47:30.145125+00
387,127,18,2023-05-24 08:47:30.145125+00
388,127,10,2023-05-24 08:47:30.145125+00
389,128,19,2023-05-24 08:47:30.145125+00
390,128,16,2023-05-24 08:47:30.145125+00
391,128,2,2023-05-24 08:47:30.145125+00
392,128,5,2023-05-24 08:47:30.145125+00
393,128,21,2023-05-24 08:47:30.145125+00
394,129,10,2023-05-24 08:47:30.145125+00
395,129,11,2023-05-24 08:47:30.145125+00
396,130,5,2023-05-24 08:47:30.145125+00
397,130,11,2023-05-24 08:47:30.145125+00
398,131,5,2023-05-24 08:47:30.145125+00
399,131,11,2023-05-24 08:47:30.145125+00
400,131,30,2023-05-24 08:47:30.145125+00
401,132,11,2023-05-24 08:47:30.145125+00
402,132,5,2023-05-24 08:47:30.145125+00
403,132,21,2023-05-24 08:47:30.145125+00
404,132,25,2023-05-24 08:47:30.145125+00
405,133,11,2023-05-24 08:47:30.145125+00
406,133,18,2023-05-24 08:47:30.145125+00
407,133,5,2023-05-24 08:47:30.145125+00
408,134,10,2023-05-24 08:47:30.145125+00
409,134,5,2023-05-24 08:47:30.145125+00
410,134,11,2023-05-24 08:47:30.145125+00
411,135,11,2023-05-24 08:47:30.145125+00
412,135,5,2023-05-24 08:47:30.145125+00
413,135,8,2023-05-24 08:47:30.145125+00
414,135,29,2023-05-24 08:47:30.145125+00
415,135,18,2023-05-24 08:47:30.145125+00
416,136,5,2023-05-24 08:47:30.145125+00
417,136,11,2023-05-24 08:47:30.145125+00
418,137,19,2023-05-24 08:47:30.145125+00
419,137,5,2023-05-24 08:47:30.145125+00
420,137,8,2023-05-24 08:47:30.145125+00
421,137,18,2023-05-24 08:47:30.145125+00
422,137,12,2023-05-24 08:47:30.145125+00
423,137,29,2023-05-24 08:47:30.145125+00
424,138,5,2023-05-24 08:47:30.145125+00
425,138,11,2023-05-24 08:47:30.145125+00
426,139,11,2023-05-24 08:47:30.145125+00
427,139,5,2023-05-24 08:47:30.145125+00
428,140,11,2023-05-24 08:47:30.145125+00
429,140,5,2023-05-24 08:47:30.145125+00
430,140,7,2023-05-24 08:47:30.145125+00
431,140,29,2023-05-24 08:47:30.145125+00
432,140,18,2023-05-24 08:47:30.145125+00
433,141,11,2023-05-24 08:47:30.145125+00
434,141,5,2023-05-24 08:47:30.145125+00
435,141,13,2023-05-24 08:47:30.145125+00
436,141,18,2023-05-24 08:47:30.145125+00
437,141,29,2023-05-24 08:47:30.145125+00
438,141,8,2023-05-24 08:47:30.145125+00
439,142,11,2023-05-24 08:47:30.145125+00
440,142,7,2023-05-24 08:47:30.145125+00
441,142,10,2023-05-24 08:47:30.145125+00
442,142,5,2023-05-24 08:47:30.145125+00
443,142,27,2023-05-24 08:47:30.145125+00
444,143,10,2023-05-24 08:47:30.145125+00
445,143,11,2023-05-24 08:47:30.145125+00
446,144,5,2023-05-24 08:47:30.145125+00
447,144,11,2023-05-24 08:47:30.145125+00
448,144,22,2023-05-24 08:47:30.145125+00
449,144,10,2023-05-24 08:47:30.145125+00
450,145,10,2023-05-24 08:47:30.145125+00
451,145,25,2023-05-24 08:47:30.145125+00
452,145,20,2023-05-24 08:47:30.145125+00
453,145,11,2023-05-24 08:47:30.145125+00
454,146,5,2023-05-24 08:47:30.145125+00
455,146,22,2023-05-24 08:47:30.145125+00
456,146,11,2023-05-24 08:47:30.145125+00
457,146,21,2023-05-24 08:47:30.145125+00
458,146,24,2023-05-24 08:47:30.145125+00
459,146,10,2023-05-24 08:47:30.145125+00
460,147,6,2023-05-24 08:47:30.145125+00
461,147,11,2023-05-24 08:47:30.145125+00
462,147,10,2023-05-24 08:47:30.145125+00
463,148,11,2023-05-24 08:47:30.145125+00
464,148,5,2023-05-24 08:47:30.145125+00
465,149,5,2023-05-24 08:47:30.145125+00
466,149,11,2023-05-24 08:47:30.145125+00
467,150,5,2023-05-24 08:47:30.145125+00
468,150,11,2023-05-24 08:47:30.145125+00
469,151,5,2023-05-24 08:47:30.145125+00
470,151,10,2023-05-24 08:47:30.145125+00
471,151,11,2023-05-24 08:47:30.145125+00
472,152,10,2023-05-24 08:47:30.145125+00
473,152,11,2023-05-24 08:47:30.145125+00
474,153,19,2023-05-24 08:47:30.145125+00
475,153,16,2023-05-24 08:47:30.145125+00
476,153,2,2023-05-24 08:47:30.145125+00
477,154,11,2023-05-24 08:47:30.145125+00
478,154,5,2023-05-24 08:47:30.145125+00
479,154,25,2023-05-24 08:47:30.145125+00
480,155,11,2023-05-24 08:47:30.145125+00
481,155,10,2023-05-24 08:47:30.145125+00
482,155,25,2023-05-24 08:47:30.145125+00
483,156,25,2023-05-24 08:47:30.145125+00
484,156,11,2023-05-24 08:47:30.145125+00
485,156,7,2023-05-24 08:47:30.145125+00
486,157,11,2023-05-24 08:47:30.145125+00
487,157,25,2023-05-24 08:47:30.145125+00
488,157,5,2023-05-24 08:47:30.145125+00
489,158,5,2023-05-24 08:47:30.145125+00
490,158,11,2023-05-24 08:47:30.145125+00
491,159,10,2023-05-24 08:47:30.145125+00
492,159,20,2023-05-24 08:47:30.145125+00
493,159,25,2023-05-24 08:47:30.145125+00
494,160,10,2023-05-24 08:47:30.145125+00
495,160,11,2023-05-24 08:47:30.145125+00
496,161,5,2023-05-24 08:47:30.145125+00
497,161,11,2023-05-24 08:47:30.145125+00
498,161,22,2023-05-24 08:47:30.145125+00
499,161,10,2023-05-24 08:47:30.145125+00
500,162,11,2023-05-24 08:47:30.145125+00
501,162,10,2023-05-24 08:47:30.145125+00
502,162,5,2023-05-24 08:47:30.145125+00
503,163,10,2023-05-24 08:47:30.145125+00
504,163,25,2023-05-24 08:47:30.145125+00
505,163,20,2023-05-24 08:47:30.145125+00
506,164,5,2023-05-24 08:47:30.145125+00
507,164,11,2023-05-24 08:47:30.145125+00
508,165,5,2023-05-24 08:47:30.145125+00
509,165,11,2023-05-24 08:47:30.145125+00
510,166,10,2023-05-24 08:47:30.145125+00
511,166,11,2023-05-24 08:47:30.145125+00
512,167,5,2023-05-24 08:47:30.145125+00
513,167,10,2023-05-24 08:47:30.145125+00
514,167,11,2023-05-24 08:47:30.145125+00
515,168,19,2023-05-24 08:47:30.145125+00
516,168,16,2023-05-24 08:47:30.145125+00
517,168,30,2023-05-24 08:47:30.145125+00
518,168,2,2023-05-24 08:47:30.145125+00
519,168,25,2023-05-24 08:47:30.145125+00
520,168,27,2023-05-24 08:47:30.145125+00
521,169,11,2023-05-24 08:47:30.145125+00
522,169,5,2023-05-24 08:47:30.145125+00
523,169,25,2023-05-24 08:47:30.145125+00
524,170,5,2023-05-24 08:47:30.145125+00
525,170,11,2023-05-24 08:47:30.145125+00
526,171,10,2023-05-24 08:47:30.145125+00
527,171,11,2023-05-24 08:47:30.145125+00
528,172,11,2023-05-24 08:47:30.145125+00
529,172,5,2023-05-24 08:47:30.145125+00
530,172,22,2023-05-24 08:47:30.145125+00
531,172,10,2023-05-24 08:47:30.145125+00
532,173,5,2023-05-24 08:47:30.145125+00
533,173,11,2023-05-24 08:47:30.145125+00
534,173,22,2023-05-24 08:47:30.145125+00
535,174,10,2023-05-24 08:47:30.145125+00
536,174,11,2023-05-24 08:47:30.145125+00
537,174,25,2023-05-24 08:47:30.145125+00
538,175,5,2023-05-24 08:47:30.145125+00
539,175,11,2023-05-24 08:47:30.145125+00
540,175,10,2023-05-24 08:47:30.145125+00
541,175,25,2023-05-24 08:47:30.145125+00
542,176,10,2023-05-24 08:47:30.145125+00
543,176,20,2023-05-24 08:47:30.145125+00
544,176,25,2023-05-24 08:47:30.145125+00
545,177,11,2023-05-24 08:47:30.145125+00
546,177,10,2023-05-24 08:47:30.145125+00
547,177,18,2023-05-24 08:47:30.145125+00
548,178,13,2023-05-24 08:47:30.145125+00
549,178,5,2023-05-24 08:47:30.145125+00
550,178,11,2023-05-24 08:47:30.145125+00
551,178,18,2023-05-24 08:47:30.145125+00
552,178,20,2023-05-24 08:47:30.145125+00
553,179,5,2023-05-24 08:47:30.145125+00
554,179,11,2023-05-24 08:47:30.145125+00
555,179,25,2023-05-24 08:47:30.145125+00
556,180,5,2023-05-24 08:47:30.145125+00
557,180,11,2023-05-24 08:47:30.145125+00
558,181,11,2023-05-24 08:47:30.145125+00
559,181,10,2023-05-24 08:47:30.145125+00
560,181,25,2023-05-24 08:47:30.145125+00
561,182,10,2023-05-24 08:47:30.145125+00
562,182,20,2023-05-24 08:47:30.145125+00
563,182,25,2023-05-24 08:47:30.145125+00
564,183,22,2023-05-24 08:47:30.145125+00
565,183,5,2023-05-24 08:47:30.145125+00
566,183,21,2023-05-24 08:47:30.145125+00
567,183,11,2023-05-24 08:47:30.145125+00
568,183,27,2023-05-24 08:47:30.145125+00
569,183,24,2023-05-24 08:47:30.145125+00
570,184,11,2023-05-24 08:47:30.145125+00
571,184,5,2023-05-24 08:47:30.145125+00
572,184,10,2023-05-24 08:47:30.145125+00
573,185,5,2023-05-24 08:47:30.145125+00
574,185,11,2023-05-24 08:47:30.145125+00
575,186,11,2023-05-24 08:47:30.145125+00
576,186,10,2023-05-24 08:47:30.145125+00
577,186,25,2023-05-24 08:47:30.145125+00
578,187,5,2023-05-24 08:47:30.145125+00
579,187,11,2023-05-24 08:47:30.145125+00
580,188,5,2023-05-24 08:47:30.145125+00
